"54.35261253228244","48.52815591599799","start"
"54.35265942761642","48.52937363889138","point"
"54.353078356894635","48.52924489285867","point"
"54.35323467269545","48.52904104497326","point"
"54.35357543907918","48.52897667195691","point"
"54.353691111429605","48.52878355290785","point"
"54.35368798515404","48.52840804364611","point"
"54.35332533558724","48.52842950131793","return"
"54.35328781993211","48.52759801652354","point"
"54.35365046983002","48.52755510117901","point"
"54.353644217273036","48.5271420409909","point"
"54.353819288519","48.52669679429464","finish"
